,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Never Be Alone___Shawn Mendes,0.376,0.466,10,-6.927,1,0.0353,0.514,5.8e-05,0.0781,0.276,199.835,audio_features,3BYyBzKGPOCHeginhe0F77,spotify:track:3BYyBzKGPOCHeginhe0F77,https://api.spotify.com/v1/tracks/3BYyBzKGPOCHeginhe0F77,https://api.spotify.com/v1/audio-analysis/3BYyBzKGPOCHeginhe0F77,215813,4,Handwritten,0CnQ0JQajNswRjPkNYVG8m
Si Me Dices Que Sí (feat. Camilo) - R3HAB Remix___Reik,0.745,0.714,11,-6.143,1,0.119,0.0267,0,0.114,0.55,102.94,audio_features,4qluwGB0E43AJFDcuQwKKV,spotify:track:4qluwGB0E43AJFDcuQwKKV,https://api.spotify.com/v1/tracks/4qluwGB0E43AJFDcuQwKKV,https://api.spotify.com/v1/audio-analysis/4qluwGB0E43AJFDcuQwKKV,186117,4,Si Me Dices Que Sí (feat. Camilo) [R3HAB Remix],6i2maKWlX3CxMAeXotdTPu
ROCKSTAR (feat. Roddy Ricch)___DaBaby,0.746,0.69,11,-7.956,1,0.164,0.247,0,0.101,0.497,89.977,audio_features,7ytR5pFWmSjzHJIeQkgog4,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733,4,BLAME IT ON BABY,623PL2MBg50Br5dLXC9E9e
Loss Of A Twin___Brian Tyler,,,,,,,,,,,,,,,,,,,,
Summer___Calvin Harris,,,,,,,,,,,,,,,,,,,,
Sleepless Owl___Cosmic Nuit,,,,,,,,,,,,,,,,,,,,
Brand New Day___Kodaline,0.57,0.89,3,-3.808,1,0.0322,0.0127,0.000151,0.124,0.57,121.013,audio_features,4EPJZZfwmToEj4XSXjP6NY,spotify:track:4EPJZZfwmToEj4XSXjP6NY,https://api.spotify.com/v1/tracks/4EPJZZfwmToEj4XSXjP6NY,https://api.spotify.com/v1/audio-analysis/4EPJZZfwmToEj4XSXjP6NY,205280,4,In A Perfect World (Expanded Edition),1ttGpGzOEi6JDDOHO4qD1y
Survive___VHS Collection,0.362,0.534,1,-10.403,0,0.0498,0.435,0.93,0.0939,0.238,184.216,audio_features,5QZdeEHEHy1Jphbral0nbv,spotify:track:5QZdeEHEHy1Jphbral0nbv,https://api.spotify.com/v1/tracks/5QZdeEHEHy1Jphbral0nbv,https://api.spotify.com/v1/audio-analysis/5QZdeEHEHy1Jphbral0nbv,302439,3,Reviver,4cLmWCP2WDtblZVTrnZGtz
君を超えて___Yuki Hayashi,,,,,,,,,,,,,,,,,,,,
Run Through Walls___The Script,0.337,0.66,2,-3.644,1,0.0324,0.226,0,0.744,0.49,158.864,audio_features,7ybTXgmWoVFV33te4kVlUR,spotify:track:7ybTXgmWoVFV33te4kVlUR,https://api.spotify.com/v1/tracks/7ybTXgmWoVFV33te4kVlUR,https://api.spotify.com/v1/audio-analysis/7ybTXgmWoVFV33te4kVlUR,206693,4,Sunsets & Full Moons,4BSDAmxxjYJnePMfh8kSJM
Divide___Bastille,0.51,0.692,9,-5.247,1,0.0609,0.257,1.41e-05,0.11,0.242,164.896,audio_features,5I7wNHXUhnEXL11zS7b6r6,spotify:track:5I7wNHXUhnEXL11zS7b6r6,https://api.spotify.com/v1/tracks/5I7wNHXUhnEXL11zS7b6r6,https://api.spotify.com/v1/audio-analysis/5I7wNHXUhnEXL11zS7b6r6,245053,4,Divide (feat. Alexandre Carlo) [Ao Vivo],1Jx3QJklzNSLu4pvEBFDt5
Sunflower - Spider-Man: Into the Spider-Verse___Post Malone,,,,,,,,,,,,,,,,,,,,
xanny___Billie Eilish,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,audio_features,4QIo4oxwzzafcBWkKjDpXY,spotify:track:4QIo4oxwzzafcBWkKjDpXY,https://api.spotify.com/v1/tracks/4QIo4oxwzzafcBWkKjDpXY,https://api.spotify.com/v1/audio-analysis/4QIo4oxwzzafcBWkKjDpXY,243725,4,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh
Shot At The Night___The Killers,0.51,0.802,5,-4.903,1,0.0561,0.0917,0.0136,0.109,0.24,185.927,audio_features,2aZ2Co4NeQRsqWcU930zHT,spotify:track:2aZ2Co4NeQRsqWcU930zHT,https://api.spotify.com/v1/tracks/2aZ2Co4NeQRsqWcU930zHT,https://api.spotify.com/v1/audio-analysis/2aZ2Co4NeQRsqWcU930zHT,242507,4,Direct Hits,3T5bbO2BOnnjun6jKhJdjV
Dark River - Bonus Track___Sebastian Ingrosso,0.782,0.699,11,-5.853,0,0.0298,0.0334,0.000352,0.176,0.699,126.037,audio_features,1EYFgYzq3fJGDdEtVMsATh,spotify:track:1EYFgYzq3fJGDdEtVMsATh,https://api.spotify.com/v1/tracks/1EYFgYzq3fJGDdEtVMsATh,https://api.spotify.com/v1/audio-analysis/1EYFgYzq3fJGDdEtVMsATh,192400,4,More Than You Know,6Ei5WWek37m1x9AjpSXTcJ
Halcyon and On and On___Orbital,0.577,0.729,11,-14.376,0,0.0319,0.0953,0.928,0.184,0.177,126.988,audio_features,5xcunlfaZvD9BDQsLONI7A,spotify:track:5xcunlfaZvD9BDQsLONI7A,https://api.spotify.com/v1/tracks/5xcunlfaZvD9BDQsLONI7A,https://api.spotify.com/v1/audio-analysis/5xcunlfaZvD9BDQsLONI7A,567107,4,Orbital 2,1JYyYFJSYrXMHLe7Dz1B3W
Half a Heart___One Direction,0.515,0.714,0,-4.516,1,0.0348,0.286,0,0.118,0.495,155.954,audio_features,6nIE1oCE4udqMGv3bqVNVb,spotify:track:6nIE1oCE4udqMGv3bqVNVb,https://api.spotify.com/v1/tracks/6nIE1oCE4udqMGv3bqVNVb,https://api.spotify.com/v1/audio-analysis/6nIE1oCE4udqMGv3bqVNVb,188547,4,Midnight Memories (Deluxe),7p1fX8aUySrBdx4WSYspOu
Always___Isak Danielson,,,,,,,,,,,,,,,,,,,,
Grid Search___afternoon bike ride,0.687,0.489,11,-12.773,1,0.0496,0.631,0.904,0.101,0.344,91.029,audio_features,16SVKYypol1hEicjvvg71Y,spotify:track:16SVKYypol1hEicjvvg71Y,https://api.spotify.com/v1/tracks/16SVKYypol1hEicjvvg71Y,https://api.spotify.com/v1/audio-analysis/16SVKYypol1hEicjvvg71Y,146160,4,Terrace Rain/Grid Search,1mOjrJHrhKH2io2XX3f4RI
Red Lights___Tiësto,,,,,,,,,,,,,,,,,,,,
Pirates of the Caribbean (Main Theme)___The Intermezzo Orchestra,0.581,0.437,7,-15.639,0,0.0324,0.00848,0.919,0.0899,0.26,105.608,audio_features,7FCdQ7d58Hal33Ce4t5RYd,spotify:track:7FCdQ7d58Hal33Ce4t5RYd,https://api.spotify.com/v1/tracks/7FCdQ7d58Hal33Ce4t5RYd,https://api.spotify.com/v1/audio-analysis/7FCdQ7d58Hal33Ce4t5RYd,191425,3,The Movie Night Album,6ywNKpaJDJ9xdoM4pfbkts
The Deepest Well___Lionheart,,,,,,,,,,,,,,,,,,,,
Ravaya Muddula Mama___S. P. Balasubrahmanyam,0.809,0.863,7,-5.639,1,0.117,0.36,0.000318,0.322,0.679,112.466,audio_features,42CLgb4q1aphvnU0qFfuTq,spotify:track:42CLgb4q1aphvnU0qFfuTq,https://api.spotify.com/v1/tracks/42CLgb4q1aphvnU0qFfuTq,https://api.spotify.com/v1/audio-analysis/42CLgb4q1aphvnU0qFfuTq,241452,3,Samarasimha Reddy,0K1yvB1KG7vfcotgWyN8Sa
Hold Each Other (feat. Futuristic)___A Great Big World,0.61,0.796,10,-5.431,1,0.0656,0.0365,0,0.274,0.51,159.944,audio_features,1qHiDbTJI7GB62W3BBFigx,spotify:track:1qHiDbTJI7GB62W3BBFigx,https://api.spotify.com/v1/tracks/1qHiDbTJI7GB62W3BBFigx,https://api.spotify.com/v1/audio-analysis/1qHiDbTJI7GB62W3BBFigx,216040,4,When the Morning Comes,6SQWwNCTTPmS1DaXQNRDOy
Memories (feat. Kid Cudi) - 2021 Remix___David Guetta,,,,,,,,,,,,,,,,,,,,
Versuchen___Leo Baumgart,0.12,0.0082,0,-34.09,1,0.0396,0.973,0.897,0.111,0.0615,77.165,audio_features,5dhj9EMLIeq5R1zEo3PSni,spotify:track:5dhj9EMLIeq5R1zEo3PSni,https://api.spotify.com/v1/tracks/5dhj9EMLIeq5R1zEo3PSni,https://api.spotify.com/v1/audio-analysis/5dhj9EMLIeq5R1zEo3PSni,136655,4,Versuchen,6n04Dj1nhdwLCmm3421TC0
Fade___Alan Walker,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,audio_features,698ItKASDavgwZ3WjaWjtz,spotify:track:698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/audio-analysis/698ItKASDavgwZ3WjaWjtz,212107,4,Different World,3nzuGtN3nXARvvecier4K0
Sun Came Up___Sofi Tukker,,,,,,,,,,,,,,,,,,,,
Something Comforting___Porter Robinson,,,,,,,,,,,,,,,,,,,,
Freedom___Kygo,0.715,0.635,7,-6.591,1,0.0791,0.127,0,0.0862,0.39,112.887,audio_features,5Gj1wG8b12VQdEd3hUuSwo,spotify:track:5Gj1wG8b12VQdEd3hUuSwo,https://api.spotify.com/v1/tracks/5Gj1wG8b12VQdEd3hUuSwo,https://api.spotify.com/v1/audio-analysis/5Gj1wG8b12VQdEd3hUuSwo,198635,4,Freedom,34JUh6M6Bvy2Dvo13bWfu4
Superhero___Lauv,0.681,0.34,7,-8.617,1,0.0339,0.82,0,0.285,0.417,129.98,audio_features,1Fo4OvzP9PThFKMeMIAEYu,spotify:track:1Fo4OvzP9PThFKMeMIAEYu,https://api.spotify.com/v1/tracks/1Fo4OvzP9PThFKMeMIAEYu,https://api.spotify.com/v1/audio-analysis/1Fo4OvzP9PThFKMeMIAEYu,179998,4,Superhero,1Xf5RZ7zQjF2WEkk7KpZVi
For You (With Rita Ora)___Liam Payne,,,,,,,,,,,,,,,,,,,,
Masti Ki Paathshala___A.R. Rahman,0.845,0.686,7,-6.728,1,0.0781,0.00131,5.35e-05,0.129,0.874,146.954,audio_features,2cZ2Q33G9mkS8fIVKM591T,spotify:track:2cZ2Q33G9mkS8fIVKM591T,https://api.spotify.com/v1/tracks/2cZ2Q33G9mkS8fIVKM591T,https://api.spotify.com/v1/audio-analysis/2cZ2Q33G9mkS8fIVKM591T,219853,4,Rang De Basanti (Original Motion Picture Soundtrack),0NKNDn80mhKn4Xi6nHrsqQ
Hunky___Sileon,0.688,0.311,2,-10.827,1,0.0691,0.457,0.574,0.122,0.141,139.997,audio_features,1WG1j4x1MbGDp0Qp8dYmjs,spotify:track:1WG1j4x1MbGDp0Qp8dYmjs,https://api.spotify.com/v1/tracks/1WG1j4x1MbGDp0Qp8dYmjs,https://api.spotify.com/v1/audio-analysis/1WG1j4x1MbGDp0Qp8dYmjs,117815,4,Zone,2XiYnl7gqdERJbJcMR8bl9
Apologize___Timbaland,0.653,0.604,8,-6.017,1,0.0278,0.0292,0,0.097,0.101,118.016,audio_features,6ucR4KfvsBFWCMVFDvyKKl,spotify:track:6ucR4KfvsBFWCMVFDvyKKl,https://api.spotify.com/v1/tracks/6ucR4KfvsBFWCMVFDvyKKl,https://api.spotify.com/v1/audio-analysis/6ucR4KfvsBFWCMVFDvyKKl,184400,4,Shock Value,0V7TZQmJBgI81M9Z7GWxCI
Fix You - Live in Buenos Aires___Coldplay,0.256,0.625,3,-7.53,1,0.0348,0.00534,0.00386,0.179,0.201,140.351,audio_features,7mGJlNOAOmJ5ptkmujg1Gv,spotify:track:7mGJlNOAOmJ5ptkmujg1Gv,https://api.spotify.com/v1/tracks/7mGJlNOAOmJ5ptkmujg1Gv,https://api.spotify.com/v1/audio-analysis/7mGJlNOAOmJ5ptkmujg1Gv,327467,4,Live in Buenos Aires,19CvkGjYpifkdwgVJSbog2
If You Never Loved Me___Autograf,0.676,0.606,0,-5.878,1,0.0382,0.0313,0.00038,0.106,0.113,123.94,audio_features,5G8T8JFhuGVG9aOPLaIzIx,spotify:track:5G8T8JFhuGVG9aOPLaIzIx,https://api.spotify.com/v1/tracks/5G8T8JFhuGVG9aOPLaIzIx,https://api.spotify.com/v1/audio-analysis/5G8T8JFhuGVG9aOPLaIzIx,222992,4,The Ace Of You,10iaqipBlcIzyaXNuOxVaN
Ishq Mein___Sachet Tandon,0.647,0.771,6,-5.138,1,0.0394,0.611,0,0.469,0.538,97.904,audio_features,1ULujWZsN02dBT2aeTeYvB,spotify:track:1ULujWZsN02dBT2aeTeYvB,https://api.spotify.com/v1/tracks/1ULujWZsN02dBT2aeTeYvB,https://api.spotify.com/v1/audio-analysis/1ULujWZsN02dBT2aeTeYvB,326113,4,Ishq Mein,3u2fQUewLwEv0FEKWy1QQb
Charlie Brown___Coldplay,0.43,0.74,10,-7.072,1,0.0375,0.0212,0.00165,0.33,0.0948,137.978,audio_features,1yqMgZNrevsWMLWfO2PRp5,spotify:track:1yqMgZNrevsWMLWfO2PRp5,https://api.spotify.com/v1/tracks/1yqMgZNrevsWMLWfO2PRp5,https://api.spotify.com/v1/audio-analysis/1yqMgZNrevsWMLWfO2PRp5,285160,4,Mylo Xyloto,2R7iJz5uaHjLEVnMkloO18
Narukami___Chasing Mirrors,0.431,0.822,2,-9.572,1,0.0473,5.82e-05,0.956,0.216,0.372,119.996,audio_features,5gmmizelAYmmAV2exbSafi,spotify:track:5gmmizelAYmmAV2exbSafi,https://api.spotify.com/v1/tracks/5gmmizelAYmmAV2exbSafi,https://api.spotify.com/v1/audio-analysis/5gmmizelAYmmAV2exbSafi,166000,4,Hokage's Rising II,0dYXLPxOZksX9mTLgIdaHr
Higher Love___Kygo,,,,,,,,,,,,,,,,,,,,
Cape Of Our Hero___Volbeat,0.514,0.953,0,-4.762,1,0.0434,8.74e-05,5.45e-05,0.0877,0.587,104.36,audio_features,5zWnVHt2qAA1DBLlbzesAf,spotify:track:5zWnVHt2qAA1DBLlbzesAf,https://api.spotify.com/v1/tracks/5zWnVHt2qAA1DBLlbzesAf,https://api.spotify.com/v1/audio-analysis/5zWnVHt2qAA1DBLlbzesAf,229093,4,Outlaw Gentlemen & Shady Ladies,0MNiO7qCmDHphcsefaAjEy
Magnets___Disclosure,,,,,,,,,,,,,,,,,,,,
Love Is A Compass - Disney supporting Make-A-Wish___Griff,0.603,0.439,9,-6.408,1,0.0322,0.644,0,0.0912,0.415,113.765,audio_features,6lx41mPrde3vkcb8qUQOOi,spotify:track:6lx41mPrde3vkcb8qUQOOi,https://api.spotify.com/v1/tracks/6lx41mPrde3vkcb8qUQOOi,https://api.spotify.com/v1/audio-analysis/6lx41mPrde3vkcb8qUQOOi,181469,4,Love Is A Compass (Disney supporting Make-A-Wish),24JJvusSGIAOn9GiHLvWz9
Alive___Mansij,0.524,0.882,5,-3.044,1,0.0367,0.106,1.1e-06,0.071,0.399,119.939,audio_features,5gszBDdRSeLcHXWnXgl4Jr,spotify:track:5gszBDdRSeLcHXWnXgl4Jr,https://api.spotify.com/v1/tracks/5gszBDdRSeLcHXWnXgl4Jr,https://api.spotify.com/v1/audio-analysis/5gszBDdRSeLcHXWnXgl4Jr,204547,4,Viaje EDM,5VpnQVaeuUNN9pNgRbr2LW
Watashi No Uso (Your Lie in April Original Soundtrack)___Theishter,,,,,,,,,,,,,,,,,,,,
Cinderella Man___Eminem,0.679,0.908,8,-3.411,1,0.202,0.234,0,0.0821,0.687,85.918,audio_features,4SE4yewyGpOYfxfx59Yjc5,spotify:track:4SE4yewyGpOYfxfx59Yjc5,https://api.spotify.com/v1/tracks/4SE4yewyGpOYfxfx59Yjc5,https://api.spotify.com/v1/audio-analysis/4SE4yewyGpOYfxfx59Yjc5,279013,4,Recovery,47BiFcV59TQi2s9SkBo2pb
Into You - 3LAU Remix___Ariana Grande,,,,,,,,,,,,,,,,,,,,
Boulevard of Broken Dreams (8D Audio)___8D Tunes,0.561,0.412,10,-15.378,1,0.0894,0.355,0.000117,0.188,0.366,126.294,audio_features,2pHpmNodHzavkZy4VEd4j8,spotify:track:2pHpmNodHzavkZy4VEd4j8,https://api.spotify.com/v1/tracks/2pHpmNodHzavkZy4VEd4j8,https://api.spotify.com/v1/audio-analysis/2pHpmNodHzavkZy4VEd4j8,161250,4,Boulevard of Broken Dreams (8D Audio),4PfH6g7OVKhQoF8YRnEenc
Dementia___Owl City,,,,,,,,,,,,,,,,,,,,
Following the Sun___SUPER-Hi,0.734,0.828,6,-4.433,0,0.033,0.398,0.0225,0.136,0.717,127.023,audio_features,5A5bLKdL5I3k3FTEQlAUw7,spotify:track:5A5bLKdL5I3k3FTEQlAUw7,https://api.spotify.com/v1/tracks/5A5bLKdL5I3k3FTEQlAUw7,https://api.spotify.com/v1/audio-analysis/5A5bLKdL5I3k3FTEQlAUw7,205000,4,Following the Sun,140Jok6j3tn10bqgUqcUVG
Drive___OTR,,,,,,,,,,,,,,,,,,,,
Cedarwood Road___U2,0.505,0.859,4,-5.012,0,0.0522,0.0475,0.00651,0.338,0.575,87.985,audio_features,2aJhiU35Cu6Pydq6xZUXcv,spotify:track:2aJhiU35Cu6Pydq6xZUXcv,https://api.spotify.com/v1/tracks/2aJhiU35Cu6Pydq6xZUXcv,https://api.spotify.com/v1/audio-analysis/2aJhiU35Cu6Pydq6xZUXcv,265383,4,Songs Of Innocence,7DY6v8qiyQcsTCqUWjH7pS
All of the Stars___Ed Sheeran,,,,,,,,,,,,,,,,,,,,
Maa___Shankar Mahadevan,0.392,0.256,0,-13.147,1,0.0369,0.728,9.46e-05,0.0462,0.154,67.609,audio_features,4SuA85PaD8GFTPYwKNYDe1,spotify:track:4SuA85PaD8GFTPYwKNYDe1,https://api.spotify.com/v1/tracks/4SuA85PaD8GFTPYwKNYDe1,https://api.spotify.com/v1/audio-analysis/4SuA85PaD8GFTPYwKNYDe1,310665,4,Taare Zameen Par,3krigkIAxyZMBcxYfE0jlE
H! Vltg3 (Evidence Reanimation) [feat. Pharoahe Monch and DJ Babu]___Linkin Park,,,,,,,,,,,,,,,,,,,,
Elevate___Papa Roach,0.831,0.533,6,-5.777,0,0.0897,0.212,3.25e-05,0.306,0.604,93.034,audio_features,6btas8Eignhw8yKp4VJvGi,spotify:track:6btas8Eignhw8yKp4VJvGi,https://api.spotify.com/v1/tracks/6btas8Eignhw8yKp4VJvGi,https://api.spotify.com/v1/audio-analysis/6btas8Eignhw8yKp4VJvGi,200659,4,ELEVATED,7tK9pQYQGTEduNW5i6V24t
Lamplight___Catchaser,0.74,0.218,1,-12.89,1,0.231,0.574,0.881,0.103,0.307,140.026,audio_features,5FAI58CsAJSZm5WityWEfN,spotify:track:5FAI58CsAJSZm5WityWEfN,https://api.spotify.com/v1/tracks/5FAI58CsAJSZm5WityWEfN,https://api.spotify.com/v1/audio-analysis/5FAI58CsAJSZm5WityWEfN,221795,4,Cookies & Cream,2pIy3Hqv4nunY3V0AlHIf1
Spike___Max Cooper,0.713,0.716,1,-12.338,0,0.0442,0.0509,0.907,0.105,0.177,122.997,audio_features,4DxGYJgokpQi2ChUzQEzp6,spotify:track:4DxGYJgokpQi2ChUzQEzp6,https://api.spotify.com/v1/tracks/4DxGYJgokpQi2ChUzQEzp6,https://api.spotify.com/v1/audio-analysis/4DxGYJgokpQi2ChUzQEzp6,456585,1,Spike,0QrP0xTuWwy3CBz0dHBpgs
All For You (feat. Kiesza) - Blanke Remix___Rynx,,,,,,,,,,,,,,,,,,,,
Dammit___blink-182,,,,,,,,,,,,,,,,,,,,
Forever Young___John De Sohn,,,,,,,,,,,,,,,,,,,,
champagne problems___Taylor Swift,,,,,,,,,,,,,,,,,,,,
Bed Of Roses___Bon Jovi,,,,,,,,,,,,,,,,,,,,
Fake Plastic Trees___Christopher O'Riley,0.284,0.0132,9,-25.829,1,0.0354,0.994,0.922,0.0836,0.0992,75.383,audio_features,6vrXoa46fJUbYKQJLVSyHO,spotify:track:6vrXoa46fJUbYKQJLVSyHO,https://api.spotify.com/v1/tracks/6vrXoa46fJUbYKQJLVSyHO,https://api.spotify.com/v1/audio-analysis/6vrXoa46fJUbYKQJLVSyHO,294973,4,True Love Waits (Christopher O'Riley Plays Radiohead),3weiYbaSqJtuIBEyqLKNgm
I'm Not Okay (I Promise)___My Chemical Romance,,,,,,,,,,,,,,,,,,,,
When I Was Your Man___Bruno Mars,,,,,,,,,,,,,,,,,,,,
Better Days___OneRepublic,0.626,0.726,5,-5.015,1,0.0376,0.235,0,0.304,0.257,89.132,audio_features,2K0r5GD5zYlEMx2M7ZMcqG,spotify:track:2K0r5GD5zYlEMx2M7ZMcqG,https://api.spotify.com/v1/tracks/2K0r5GD5zYlEMx2M7ZMcqG,https://api.spotify.com/v1/audio-analysis/2K0r5GD5zYlEMx2M7ZMcqG,144530,4,Better Days,3ETKNL7BaU8N2gh1GH4HXQ
Tell Your Friends (feat. Loote)___The Him,,,,,,,,,,,,,,,,,,,,
Kataware Doki but is it okay if it's lofi?___Kijugo,,,,,,,,,,,,,,,,,,,,
Sadness and Sorrow___R A Y,,,,,,,,,,,,,,,,,,,,
Hero too___KYOKA JIRO Starring Chrissy Costanza,,,,,,,,,,,,,,,,,,,,
you heard me___Heather Sommer,,,,,,,,,,,,,,,,,,,,
Approaching Dusk___Eagle Lake,0.521,0.0629,0,-24.43,1,0.0363,0.992,0.94,0.0809,0.297,105.44,audio_features,6vwuSjfe1UjY6fn43HZ4CK,spotify:track:6vwuSjfe1UjY6fn43HZ4CK,https://api.spotify.com/v1/tracks/6vwuSjfe1UjY6fn43HZ4CK,https://api.spotify.com/v1/audio-analysis/6vwuSjfe1UjY6fn43HZ4CK,105856,4,Piano Studies,26pIGdUcRbCfXQ2GcuvvQA
New Blood (with Boy Matthews)___Gryffin,0.596,0.85,4,-3.696,1,0.0366,0.00498,0,0.184,0.319,137.95,audio_features,6Q72a8Q03iDpiCCUDKh691,spotify:track:6Q72a8Q03iDpiCCUDKh691,https://api.spotify.com/v1/tracks/6Q72a8Q03iDpiCCUDKh691,https://api.spotify.com/v1/audio-analysis/6Q72a8Q03iDpiCCUDKh691,230500,4,New Blood (with Boy Matthews),614TDtOY7wGmci1uWVKfd2
Welcome___Martin Garrix,0.769,0.86,7,-3.354,1,0.0946,0.271,0,0.116,0.543,88.025,audio_features,1T5mAjBkpuczG5H6yUcSB4,spotify:track:1T5mAjBkpuczG5H6yUcSB4,https://api.spotify.com/v1/tracks/1T5mAjBkpuczG5H6yUcSB4,https://api.spotify.com/v1/audio-analysis/1T5mAjBkpuczG5H6yUcSB4,240000,4,Welcome to My Hood,1eIdNQUDw6dlSpMBoRXzIK
Athiloka Sundari___Vishal Dadlani,0.673,0.88,0,-6.633,0,0.0541,0.305,6.95e-05,0.12,0.737,159.031,audio_features,7agbQBEJYIaKJ8lGVdq1bv,spotify:track:7agbQBEJYIaKJ8lGVdq1bv,https://api.spotify.com/v1/tracks/7agbQBEJYIaKJ8lGVdq1bv,https://api.spotify.com/v1/audio-analysis/7agbQBEJYIaKJ8lGVdq1bv,254400,4,Sarrainodu,4wwqWlnn6LF8CplJfZcHF8
Jugni___A.R. Rahman,0.805,0.765,6,-7.39,0,0.0883,0.172,0.284,0.0971,0.77,119.972,audio_features,3oXzHk3PrHOVEX21RRfELC,spotify:track:3oXzHk3PrHOVEX21RRfELC,https://api.spotify.com/v1/tracks/3oXzHk3PrHOVEX21RRfELC,https://api.spotify.com/v1/audio-analysis/3oXzHk3PrHOVEX21RRfELC,303758,4,Kaatru Veliyidai (Original Motion Picture Soundtrack),2tLekrnboehY2rLZhf5YVi
White Clouds___Night Sounds,0.149,0.223,6,-15.447,0,0.0356,0.826,0.806,0.108,0.223,172.929,audio_features,0oc8j70828V2wJgp7PIWEk,spotify:track:0oc8j70828V2wJgp7PIWEk,https://api.spotify.com/v1/tracks/0oc8j70828V2wJgp7PIWEk,https://api.spotify.com/v1/audio-analysis/0oc8j70828V2wJgp7PIWEk,179649,4,White Clouds,54uMaCxZWeMGRzGaOQSEUe
Can't Hold Us Down___Axwell /\ Ingrosso,0.524,0.692,0,-7.075,1,0.0805,0.0166,0.00405,0.184,0.0376,124.998,audio_features,4l6CWRDyGu7mw3UEXXUtls,spotify:track:4l6CWRDyGu7mw3UEXXUtls,https://api.spotify.com/v1/tracks/4l6CWRDyGu7mw3UEXXUtls,https://api.spotify.com/v1/audio-analysis/4l6CWRDyGu7mw3UEXXUtls,378467,4,More Than You Know,6Ei5WWek37m1x9AjpSXTcJ
Zenitsu Theme V2 (Thunder Clap and Flash!)___Samuel Kim,0.507,0.803,0,-6.978,0,0.0695,0.00632,0.877,0.0693,0.202,116.896,audio_features,5Wt0gIt7RrXz5mJj5pslLC,spotify:track:5Wt0gIt7RrXz5mJj5pslLC,https://api.spotify.com/v1/tracks/5Wt0gIt7RrXz5mJj5pslLC,https://api.spotify.com/v1/audio-analysis/5Wt0gIt7RrXz5mJj5pslLC,137949,4,Demon Slayer: Epic Collection,2oSINqzBd1jlk9KPRWxkf6
If You Love Her - feat. Meghan Trainor___Forest Blakk,0.335,0.47,1,-7.158,1,0.0343,0.36,0,0.114,0.186,155.912,audio_features,3yuIvz5stb9v9cljhZ5Zas,spotify:track:3yuIvz5stb9v9cljhZ5Zas,https://api.spotify.com/v1/tracks/3yuIvz5stb9v9cljhZ5Zas,https://api.spotify.com/v1/audio-analysis/3yuIvz5stb9v9cljhZ5Zas,215832,3,If You Love Her (feat. Meghan Trainor),2pOzE1qc9Yt3cspartxYl2
Astral Roar___Lama House,,,,,,,,,,,,,,,,,,,,
Dragon (feat. Skybourne)___Built By Titan,,,,,,,,,,,,,,,,,,,,
Renegade Music___Papa Roach,,,,,,,,,,,,,,,,,,,,
If I Could Fly___One Direction,,,,,,,,,,,,,,,,,,,,
Who Do You Trust?___Papa Roach,0.582,0.936,2,-3.427,1,0.0382,0.0482,9.13e-06,0.341,0.372,102.019,audio_features,3YNkyMBmgxqqyVypQPweIS,spotify:track:3YNkyMBmgxqqyVypQPweIS,https://api.spotify.com/v1/tracks/3YNkyMBmgxqqyVypQPweIS,https://api.spotify.com/v1/audio-analysis/3YNkyMBmgxqqyVypQPweIS,196863,4,Who Do You Trust?,4o6vvGb6VGYz725fP45kAx
Slow Dancing in a Burning Room___John Mayer,,,,,,,,,,,,,,,,,,,,
Heartbreak Anthem (with David Guetta & Little Mix)___Galantis,0.595,0.784,1,-4.878,1,0.102,0.216,0,0.0608,0.479,124.111,audio_features,5K6Ssv4Z3zRvxt0P6EKUAP,spotify:track:5K6Ssv4Z3zRvxt0P6EKUAP,https://api.spotify.com/v1/tracks/5K6Ssv4Z3zRvxt0P6EKUAP,https://api.spotify.com/v1/audio-analysis/5K6Ssv4Z3zRvxt0P6EKUAP,183726,4,Heartbreak Anthem (with David Guetta & Little Mix),6kBuGNoOGE7uiPhN82dcJ1
Burn Up The Floor___GRiZ,0.524,0.994,11,-0.084,1,0.386,0.00173,0.032,0.403,0.441,173.993,audio_features,5nz3dwffS8W2WDWRa9SgfR,spotify:track:5nz3dwffS8W2WDWRa9SgfR,https://api.spotify.com/v1/tracks/5nz3dwffS8W2WDWRa9SgfR,https://api.spotify.com/v1/audio-analysis/5nz3dwffS8W2WDWRa9SgfR,226207,4,Rainbow Brain,0jbN6pCIbmO9hPXMynQ2P8
