,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Losing It Over You (feat. Ayme)___Matoma,0.42,0.658,6,-6.72,1,0.094,0.597,0,0.103,0.196,94.93,audio_features,6TfbZ9vy5zqBEDLmqwH9sp,spotify:track:6TfbZ9vy5zqBEDLmqwH9sp,https://api.spotify.com/v1/tracks/6TfbZ9vy5zqBEDLmqwH9sp,https://api.spotify.com/v1/audio-analysis/6TfbZ9vy5zqBEDLmqwH9sp,207158,4,One in a Million,4GDE5FdlgBD3FE4A454YNz
Mother Sea___Kato,0.423,0.284,7,-13.941,0,0.0386,0.876,0.602,0.135,0.182,155.975,audio_features,17XRfsexKUIF2yf28d697H,spotify:track:17XRfsexKUIF2yf28d697H,https://api.spotify.com/v1/tracks/17XRfsexKUIF2yf28d697H,https://api.spotify.com/v1/audio-analysis/17XRfsexKUIF2yf28d697H,108833,4,One Piece Vibes,3MGP4nYfbGG9Iq7tCRwwGL
Who I Am___Celine Tam,,,,,,,,,,,,,,,,,,,,
Working For It___ZHU x Skrillex x THEY.,,,,,,,,,,,,,,,,,,,,
Power___Bastille,,,,,,,,,,,,,,,,,,,,
Louder Than Words (feat. Niles Mason) - Radio Edit___David Guetta,0.585,0.839,2,-5.2,0,0.202,0.0402,1.01e-05,0.133,0.535,127.981,audio_features,6ebXXYt3zZYs1I66Dc6IPD,spotify:track:6ebXXYt3zZYs1I66Dc6IPD,https://api.spotify.com/v1/tracks/6ebXXYt3zZYs1I66Dc6IPD,https://api.spotify.com/v1/audio-analysis/6ebXXYt3zZYs1I66Dc6IPD,186400,4,One More Love,5DJc5qCdB5pPrDO97LXjeW
Bheemavaram Bulloda___S. P. Balasubrahmanyam,0.663,0.567,7,-12.761,1,0.119,0.197,8.72e-06,0.119,0.874,99.668,audio_features,5lAg8SWqmnbRHNAlXuZvre,spotify:track:5lAg8SWqmnbRHNAlXuZvre,https://api.spotify.com/v1/tracks/5lAg8SWqmnbRHNAlXuZvre,https://api.spotify.com/v1/audio-analysis/5lAg8SWqmnbRHNAlXuZvre,280307,3,Gharana Bullodu,5WFnDuHSNsUccTCPnq6d99
Tumhi Dekho Naa___Shankar-Ehsaan-Loy,0.525,0.448,2,-10.365,0,0.0391,0.572,1.51e-05,0.107,0.356,81.131,audio_features,2ILhVeTkbDAYEvesCCBsNo,spotify:track:2ILhVeTkbDAYEvesCCBsNo,https://api.spotify.com/v1/tracks/2ILhVeTkbDAYEvesCCBsNo,https://api.spotify.com/v1/audio-analysis/2ILhVeTkbDAYEvesCCBsNo,347453,4,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),4hYTERVUXY74XJdm8tyXBV
Tum Se Hi (Instrumental)___Pritam,,,,,,,,,,,,,,,,,,,,
Oceans Away___A R I Z O N A,0.617,0.642,8,-8.624,1,0.0334,0.13,0.157,0.0929,0.221,105.885,audio_features,6A8dnC0xkiuWN4BshmTB2I,spotify:track:6A8dnC0xkiuWN4BshmTB2I,https://api.spotify.com/v1/tracks/6A8dnC0xkiuWN4BshmTB2I,https://api.spotify.com/v1/audio-analysis/6A8dnC0xkiuWN4BshmTB2I,194013,4,GALLERY,2FNk380jCQyICbwtkOdEHE
I'm Not Alone - 2019 Edit___Calvin Harris,,,,,,,,,,,,,,,,,,,,
Don't Give Up___Fedde Le Grand,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,audio_features,5A3fPy30SN2wuzrahpcxvV,spotify:track:5A3fPy30SN2wuzrahpcxvV,https://api.spotify.com/v1/tracks/5A3fPy30SN2wuzrahpcxvV,https://api.spotify.com/v1/audio-analysis/5A3fPy30SN2wuzrahpcxvV,196188,4,Naive,20mlgqmD6YJwkNuAfLRcDC
Periscope (feat. Skylar Grey)___Papa Roach,,,,,,,,,,,,,,,,,,,,
Miss You a Little (feat. lovelytheband) - Niiko x SWAE Remix___Bryce Vine,,,,,,,,,,,,,,,,,,,,
What Goes Around.../...Comes Around (Interlude)___Justin Timberlake,,,,,,,,,,,,,,,,,,,,
All About Us___He Is We,,,,,,,,,,,,,,,,,,,,
Beautiful Now___Zedd,,,,,,,,,,,,,,,,,,,,
Jaamurathiri___S. P. Balasubrahmanyam,,,,,,,,,,,,,,,,,,,,
Perfect (feat. Haris)___Lucas & Steve,,,,,,,,,,,,,,,,,,,,
Carousel - Hybrid Theory EP___Linkin Park,,,,,,,,,,,,,,,,,,,,
Supermarket Flowers___Ed Sheeran,,,,,,,,,,,,,,,,,,,,
Shoukei to Shikabane no Michi Lofi___Cadred,,,,,,,,,,,,,,,,,,,,
Rebirth___Teenage Mutants,,,,,,,,,,,,,,,,,,,,
Let's Go (feat. Ne-Yo)___Calvin Harris,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,audio_features,4wkQmYpAaMe41Rc3sYZ7Vz,spotify:track:4wkQmYpAaMe41Rc3sYZ7Vz,https://api.spotify.com/v1/tracks/4wkQmYpAaMe41Rc3sYZ7Vz,https://api.spotify.com/v1/audio-analysis/4wkQmYpAaMe41Rc3sYZ7Vz,232800,4,18 Months,7w19PFbxAjwZ7UVNp9z0uT
Eastside (with Halsey & Khalid) - Acoustic___benny blanco,,,,,,,,,,,,,,,,,,,,
After You (feat. Calle Lehmann)___Gryffin,,,,,,,,,,,,,,,,,,,,
Getaway___Syn Cole,0.742,0.836,6,-3.501,1,0.0356,0.224,0,0.111,0.673,110.031,audio_features,4IXAvmNBFinLJJAuqpBK7Y,spotify:track:4IXAvmNBFinLJJAuqpBK7Y,https://api.spotify.com/v1/tracks/4IXAvmNBFinLJJAuqpBK7Y,https://api.spotify.com/v1/audio-analysis/4IXAvmNBFinLJJAuqpBK7Y,194182,4,Getaway,3eN57q3YTY3uVpMh8ecsoh
Kamado Tanjiro no Uta but is it okay if it's lofi?___Kijugo,,,,,,,,,,,,,,,,,,,,
Heart-Shaped Box___Nirvana,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,audio_features,11LmqTE2naFULdEP94AUBa,spotify:track:11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/tracks/11LmqTE2naFULdEP94AUBa,https://api.spotify.com/v1/audio-analysis/11LmqTE2naFULdEP94AUBa,281160,4,In Utero - 20th Anniversary - Deluxe Edition,6ohX7moZZnF1FwYrli1OJ6
the day ~ my hero academia lofi___Closed on Sunday,0.819,0.2,1,-13.333,0,0.0695,0.665,0.859,0.15,0.302,82.351,audio_features,37e31nThyKhdRp3we8ACPl,spotify:track:37e31nThyKhdRp3we8ACPl,https://api.spotify.com/v1/tracks/37e31nThyKhdRp3we8ACPl,https://api.spotify.com/v1/audio-analysis/37e31nThyKhdRp3we8ACPl,105550,4,the day ~ my hero academia lofi,2NSVC6LizBxYRPGnCS4bQG
TOOTIMETOOTIMETOOTIME___The 1975,0.667,0.824,8,-5.867,1,0.0665,0.177,0.0152,0.0933,0.518,114.998,audio_features,33DzKnwuBE6lfOiADwzd5E,spotify:track:33DzKnwuBE6lfOiADwzd5E,https://api.spotify.com/v1/tracks/33DzKnwuBE6lfOiADwzd5E,https://api.spotify.com/v1/audio-analysis/33DzKnwuBE6lfOiADwzd5E,207851,4,A Brief Inquiry Into Online Relationships,6PWXKiakqhI17mTYM4y6oY
Hurricane___Truslow,,,,,,,,,,,,,,,,,,,,
Goodbye (feat. Lyse) - Radio Edit___Feder,0.832,0.876,6,-5.124,0,0.205,0.173,0.737,0.162,0.635,120.057,audio_features,3PnOOmkxruDDAiMYZZTgO7,spotify:track:3PnOOmkxruDDAiMYZZTgO7,https://api.spotify.com/v1/tracks/3PnOOmkxruDDAiMYZZTgO7,https://api.spotify.com/v1/audio-analysis/3PnOOmkxruDDAiMYZZTgO7,201939,4,Goodbye (feat. Lyse) [Radio Edit],2UGPPuVJHDKLYd9Z2G7zS4
Favourite Ex___Maisie Peters,0.396,0.177,5,-10.277,1,0.0378,0.718,0,0.139,0.221,177.215,audio_features,1a1SQeSqUKzH5OUVTEx4ae,spotify:track:1a1SQeSqUKzH5OUVTEx4ae,https://api.spotify.com/v1/tracks/1a1SQeSqUKzH5OUVTEx4ae,https://api.spotify.com/v1/audio-analysis/1a1SQeSqUKzH5OUVTEx4ae,201694,3,Favourite Ex,0hIIlNhG6PZoQxCmSA24Uz
Be Somebody___James Vincent McMorrow,,,,,,,,,,,,,,,,,,,,
Chills___Why Don't We,,,,,,,,,,,,,,,,,,,,
Great Spirit___Armin van Buuren,0.592,0.911,9,-7.975,1,0.0659,0.00608,0.0123,0.223,0.211,103.517,audio_features,3Nku6gLNqnwUuq8GLkqyhW,spotify:track:3Nku6gLNqnwUuq8GLkqyhW,https://api.spotify.com/v1/tracks/3Nku6gLNqnwUuq8GLkqyhW,https://api.spotify.com/v1/audio-analysis/3Nku6gLNqnwUuq8GLkqyhW,215773,3,Great Spirit,3d18JaxDfbuCD8AyoG07Yt
Escapade___Skrux,,,,,,,,,,,,,,,,,,,,
1989___Vasts,0.207,0.0433,2,-28.723,0,0.0429,0.888,0.758,0.109,0.0735,71.359,audio_features,5MLeS7gH48goD0uY0Ugwuy,spotify:track:5MLeS7gH48goD0uY0Ugwuy,https://api.spotify.com/v1/tracks/5MLeS7gH48goD0uY0Ugwuy,https://api.spotify.com/v1/audio-analysis/5MLeS7gH48goD0uY0Ugwuy,175636,3,1989,6ty8CSqH440EImNwbeAzX9
Stay With Me___CHANYEOL,,,,,,,,,,,,,,,,,,,,
bellyache___Billie Eilish,,,,,,,,,,,,,,,,,,,,
Contemplation___Night Sounds,0.471,0.213,2,-13.171,1,0.0394,0.847,0.956,0.0942,0.113,116.35,audio_features,6dAScKFmnc7epcmlV7uXRv,spotify:track:6dAScKFmnc7epcmlV7uXRv,https://api.spotify.com/v1/tracks/6dAScKFmnc7epcmlV7uXRv,https://api.spotify.com/v1/audio-analysis/6dAScKFmnc7epcmlV7uXRv,182069,4,Contemplation,4X1afAsNqXENvFo1ijXnau
Oxytocin___Billie Eilish,0.757,0.598,11,-7.777,1,0.058,0.0904,0.551,0.15,0.18,124.951,audio_features,4t2OeILB07eMGTXSUbMPEu,spotify:track:4t2OeILB07eMGTXSUbMPEu,https://api.spotify.com/v1/tracks/4t2OeILB07eMGTXSUbMPEu,https://api.spotify.com/v1/audio-analysis/4t2OeILB07eMGTXSUbMPEu,210233,4,Happier Than Ever,0JGOiO34nwfUdDrD612dOp
Rainy Day___R A Y,0.0737,0.193,2,-20.745,1,0.0414,0.95,0.938,0.111,0.0386,177.134,audio_features,1aKUl7iukQPgUqNbe2Sx2B,spotify:track:1aKUl7iukQPgUqNbe2Sx2B,https://api.spotify.com/v1/tracks/1aKUl7iukQPgUqNbe2Sx2B,https://api.spotify.com/v1/audio-analysis/1aKUl7iukQPgUqNbe2Sx2B,60029,4,Finding Harmony,1Pia0AR0qSg8ly6dttcjSt
Where Are You Now___Lost Frequencies,,,,,,,,,,,,,,,,,,,,
Nothing Else Matters___Metallica,,,,,,,,,,,,,,,,,,,,
Cha-Ching (Till We Grow Older)___Imagine Dragons,0.516,0.867,7,-6.118,1,0.0388,0.0041,7.5e-06,0.0597,0.134,129.982,audio_features,6AynCuiHTQuVMYN2re6jcS,spotify:track:6AynCuiHTQuVMYN2re6jcS,https://api.spotify.com/v1/tracks/6AynCuiHTQuVMYN2re6jcS,https://api.spotify.com/v1/audio-analysis/6AynCuiHTQuVMYN2re6jcS,249493,4,Night Visions,6nxDQi0FeEwccEPJeNySoS
i'm so tired...___Lauv,0.576,0.736,11,-7.572,1,0.224,0.178,0,0.238,0.484,101.928,audio_features,4vjpLMyL3ZO6aphdYr8XYw,spotify:track:4vjpLMyL3ZO6aphdYr8XYw,https://api.spotify.com/v1/tracks/4vjpLMyL3ZO6aphdYr8XYw,https://api.spotify.com/v1/audio-analysis/4vjpLMyL3ZO6aphdYr8XYw,162587,4,~how i'm feeling~,6EgJXcGqaUvgZIF9bqPXfP
BURN IT DOWN___Linkin Park,0.585,0.972,9,-4.45,0,0.0534,0.0143,0,0.0707,0.585,110.006,audio_features,7oVEtyuv9NBmnytsCIsY5I,spotify:track:7oVEtyuv9NBmnytsCIsY5I,https://api.spotify.com/v1/tracks/7oVEtyuv9NBmnytsCIsY5I,https://api.spotify.com/v1/audio-analysis/7oVEtyuv9NBmnytsCIsY5I,230253,4,LIVING THINGS,4XHIjbhjRmqWlosjj5rqSI
Mudduletti___Sonu Nigam,,,,,,,,,,,,,,,,,,,,
I'm Not Alright___Loud Luxury,0.876,0.856,4,-3.884,1,0.0486,0.0812,1.29e-06,0.457,0.685,121.991,audio_features,7Ht0v0LWBCOEjmNQ0iMpNr,spotify:track:7Ht0v0LWBCOEjmNQ0iMpNr,https://api.spotify.com/v1/tracks/7Ht0v0LWBCOEjmNQ0iMpNr,https://api.spotify.com/v1/audio-analysis/7Ht0v0LWBCOEjmNQ0iMpNr,185062,4,I'm Not Alright,3AaYBMcqoBYcZLfBsNDLri
Naruto Bluebird Freestyle___Khantrast,,,,,,,,,,,,,,,,,,,,
Dawn___Axwell /\ Ingrosso,,,,,,,,,,,,,,,,,,,,
Novocaine___Fall Out Boy,,,,,,,,,,,,,,,,,,,,
Again___Sasha Alex Sloan,,,,,,,,,,,,,,,,,,,,
Touch of My Soul___Eleanor Arroway,0.18,0.0545,0,-28.084,1,0.0312,0.981,0.962,0.0894,0.0506,71.586,audio_features,7mBZGPbX8nmWRZfhityZda,spotify:track:7mBZGPbX8nmWRZfhityZda,https://api.spotify.com/v1/tracks/7mBZGPbX8nmWRZfhityZda,https://api.spotify.com/v1/audio-analysis/7mBZGPbX8nmWRZfhityZda,231116,4,Reaching Out,3RoG4xBbhThunES2bojEm7
I Lost a Friend___FINNEAS,,,,,,,,,,,,,,,,,,,,
So Far Away (feat. Jamie Scott & Romy Dya)___Martin Garrix,,,,,,,,,,,,,,,,,,,,
La La La___AREA21,0.774,0.781,10,-4.426,1,0.104,0.341,0,0.111,0.469,100.017,audio_features,7oDykOViQGiV9M3enF7u4Y,spotify:track:7oDykOViQGiV9M3enF7u4Y,https://api.spotify.com/v1/tracks/7oDykOViQGiV9M3enF7u4Y,https://api.spotify.com/v1/audio-analysis/7oDykOViQGiV9M3enF7u4Y,192000,4,La La La,4FEHbuazsK2UPgF6VRQCtO
All On Me___KAAZE,0.454,0.688,11,-5.358,0,0.038,0.0106,0,0.0999,0.334,127.953,audio_features,47vgwjk1sr7hlFkQXmtNUU,spotify:track:47vgwjk1sr7hlFkQXmtNUU,https://api.spotify.com/v1/tracks/47vgwjk1sr7hlFkQXmtNUU,https://api.spotify.com/v1/audio-analysis/47vgwjk1sr7hlFkQXmtNUU,172266,4,All On Me,2PN3lN7550FhuT9YpA6lzr
Reflections___TWO LANES,0.63,0.4,9,-16.113,0,0.0319,0.294,0.906,0.111,0.0516,120.019,audio_features,3kKhaaIjqGMcOVhl5r36Ap,spotify:track:3kKhaaIjqGMcOVhl5r36Ap,https://api.spotify.com/v1/tracks/3kKhaaIjqGMcOVhl5r36Ap,https://api.spotify.com/v1/audio-analysis/3kKhaaIjqGMcOVhl5r36Ap,231250,4,Reflections,61ifkR2UdZXUWyPMOZ0y0N
Dream Bigger___Axwell /\ Ingrosso,0.642,0.908,7,-3.0,1,0.166,0.00652,1.5e-05,0.0863,0.735,125.001,audio_features,76BFt6hGCrZhGHrGh0N3uC,spotify:track:76BFt6hGCrZhGHrGh0N3uC,https://api.spotify.com/v1/tracks/76BFt6hGCrZhGHrGh0N3uC,https://api.spotify.com/v1/audio-analysis/76BFt6hGCrZhGHrGh0N3uC,196800,4,More Than You Know,6Ei5WWek37m1x9AjpSXTcJ
mirrorball___Taylor Swift,,,,,,,,,,,,,,,,,,,,
Sakura's Theme (From 'Naruto')___Anime Kei,,,,,,,,,,,,,,,,,,,,
Konoha Peace___R A Y,0.649,0.39,2,-8.058,1,0.0395,0.538,0.43,0.339,0.366,120.099,audio_features,05PuLrZEuOdUfhVEPw13h7,spotify:track:05PuLrZEuOdUfhVEPw13h7,https://api.spotify.com/v1/tracks/05PuLrZEuOdUfhVEPw13h7,https://api.spotify.com/v1/audio-analysis/05PuLrZEuOdUfhVEPw13h7,111585,4,Chapter V,1MeuOC5pbK1Nz0JPEeBl5j
How Hard I Try___filous,0.743,0.564,5,-8.761,1,0.045,0.299,0.000693,0.109,0.505,120.012,audio_features,0OfZ9imMwFU03zc2wl8pBt,spotify:track:0OfZ9imMwFU03zc2wl8pBt,https://api.spotify.com/v1/tracks/0OfZ9imMwFU03zc2wl8pBt,https://api.spotify.com/v1/audio-analysis/0OfZ9imMwFU03zc2wl8pBt,198000,4,Dawn EP,6r12F8ZnMQxGdUVBWoBjqM
63194___小畑貴裕,,,,,,,,,,,,,,,,,,,,
My Songs Know What You Did In The Dark (Light Em Up)___Fall Out Boy,,,,,,,,,,,,,,,,,,,,
Welcome to My Life___Simple Plan,,,,,,,,,,,,,,,,,,,,
Tomb___Sebastián Escofet,0.644,0.645,0,-5.437,0,0.0557,0.423,0.00512,0.116,0.459,77.998,audio_features,5Ti3fqGTfjUsSdylFNy0Ng,spotify:track:5Ti3fqGTfjUsSdylFNy0Ng,https://api.spotify.com/v1/tracks/5Ti3fqGTfjUsSdylFNy0Ng,https://api.spotify.com/v1/audio-analysis/5Ti3fqGTfjUsSdylFNy0Ng,203446,4,Tomboy,2uDZBeyyQ7mfwF9mUJeYUG
Love The Way You Lie___Eminem,,,,,,,,,,,,,,,,,,,,
Señorita___Shawn Mendes,,,,,,,,,,,,,,,,,,,,
You Belong With Me___Taylor Swift,0.687,0.745,6,-4.432,1,0.0379,0.178,1.59e-05,0.111,0.435,129.966,audio_features,1GEBsLDvJGw7kviySRI6GX,spotify:track:1GEBsLDvJGw7kviySRI6GX,https://api.spotify.com/v1/tracks/1GEBsLDvJGw7kviySRI6GX,https://api.spotify.com/v1/audio-analysis/1GEBsLDvJGw7kviySRI6GX,232120,4,Fearless (Big Machine Radio Release Special),3EzFY9Rg0PpbADMth746zi
Steal My Girl___One Direction,,,,,,,,,,,,,,,,,,,,
Kathi Lanti Pilla___Thaman S,,,,,,,,,,,,,,,,,,,,
broken - Cash Cash Remix___lovelytheband,0.497,0.747,11,-3.112,0,0.0894,0.0259,0,0.0697,0.355,140.81,audio_features,5W0vgRE9B23TZDj5B7pRUO,spotify:track:5W0vgRE9B23TZDj5B7pRUO,https://api.spotify.com/v1/tracks/5W0vgRE9B23TZDj5B7pRUO,https://api.spotify.com/v1/audio-analysis/5W0vgRE9B23TZDj5B7pRUO,191067,4,broken (Cash Cash Remix),6YD4MtzSYRUZbLSWlUJwjU
JaiHind Ki Senaa___Vikram Montrose,,,,,,,,,,,,,,,,,,,,
Chick Chiklet___Baba Sehgal,0.886,0.944,0,-3.403,1,0.103,0.0919,9.84e-05,0.584,0.734,94.948,audio_features,07lpPIARsOE1O2Baub2Td0,spotify:track:07lpPIARsOE1O2Baub2Td0,https://api.spotify.com/v1/tracks/07lpPIARsOE1O2Baub2Td0,https://api.spotify.com/v1/audio-analysis/07lpPIARsOE1O2Baub2Td0,335598,4,Rikshavodu,6jo0K1pyfg11ZDGf5TBhZA
The Deep White___Taekoma,,,,,,,,,,,,,,,,,,,,
Fairy Fountain___Kato,,,,,,,,,,,,,,,,,,,,
Love You Like A Love Song___Selena Gomez & The Scene,,,,,,,,,,,,,,,,,,,,
Sexy And I Know It___LMFAO,,,,,,,,,,,,,,,,,,,,
Safarnama___Lucky Ali,,,,,,,,,,,,,,,,,,,,
Reaching Out___Dillon Francis,,,,,,,,,,,,,,,,,,,,
LIES GREED MISERY___Linkin Park,0.545,0.962,7,-4.552,1,0.14,0.0133,0,0.059,0.539,160.017,audio_features,3aZQQWGNShP6IzzaprPlFX,spotify:track:3aZQQWGNShP6IzzaprPlFX,https://api.spotify.com/v1/tracks/3aZQQWGNShP6IzzaprPlFX,https://api.spotify.com/v1/audio-analysis/3aZQQWGNShP6IzzaprPlFX,146493,4,LIVING THINGS,4XHIjbhjRmqWlosjj5rqSI
Firework___Katy Perry,,,,,,,,,,,,,,,,,,,,
Where My Love Goes___Lawson,,,,,,,,,,,,,,,,,,,,
Demons___Imagine Dragons,,,,,,,,,,,,,,,,,,,,
Nenu Nuvvantu___Naresh Iyer,0.743,0.616,5,-8.798,0,0.0354,0.153,2.01e-05,0.125,0.76,91.983,audio_features,0X0Y2AnYuIdn9arB8P6EB4,spotify:track:0X0Y2AnYuIdn9arB8P6EB4,https://api.spotify.com/v1/tracks/0X0Y2AnYuIdn9arB8P6EB4,https://api.spotify.com/v1/audio-analysis/0X0Y2AnYuIdn9arB8P6EB4,287823,4,Orange,4lydrnVdmsWCMMfk0S8Khj
Hikaru Nara but is it okay if it's lofi?___Kijugo,0.73,0.408,4,-15.503,0,0.169,0.855,0.948,0.409,0.385,133.976,audio_features,3XXE4ff4za3WsHUTFsNYJd,spotify:track:3XXE4ff4za3WsHUTFsNYJd,https://api.spotify.com/v1/tracks/3XXE4ff4za3WsHUTFsNYJd,https://api.spotify.com/v1/audio-analysis/3XXE4ff4za3WsHUTFsNYJd,102090,4,Hikaru Nara but is it okay if it's lofi?,7tEMFUiXhZbI5GKIvbSNFI
I Want It All___Arctic Monkeys,,,,,,,,,,,,,,,,,,,,
i don't wanna know___GOLDHOUSE,0.554,0.738,10,-5.888,1,0.0454,0.203,0,0.0781,0.231,119.957,audio_features,41GNtUM0nuTeL9qxMD9ifk,spotify:track:41GNtUM0nuTeL9qxMD9ifk,https://api.spotify.com/v1/tracks/41GNtUM0nuTeL9qxMD9ifk,https://api.spotify.com/v1/audio-analysis/41GNtUM0nuTeL9qxMD9ifk,200000,4,i don't wanna know,0BYCTsWZVvFKhjtlzIYNxd
Aashiquii Kaa Gum___Salman Ali,,,,,,,,,,,,,,,,,,,,
Help___Papa Roach,0.776,0.713,5,-5.676,0,0.0554,0.0379,0.107,0.0564,0.328,109.033,audio_features,0Xs8sqZG3VBP38tjQyDOq6,spotify:track:0Xs8sqZG3VBP38tjQyDOq6,https://api.spotify.com/v1/tracks/0Xs8sqZG3VBP38tjQyDOq6,https://api.spotify.com/v1/audio-analysis/0Xs8sqZG3VBP38tjQyDOq6,244174,4,Poolside Party,37PX5e0WyFje36gjCLVTcd
Satisfied___Renée Elise Goldsberry,,,,,,,,,,,,,,,,,,,,
Dream On___Aerosmith,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,audio_features,5MxNLUsfh7uzROypsoO5qe,spotify:track:5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,266960,4,Aerosmith,19lEZSnCCbVEkKchoPQWDZ
The Real Slim Shady___Eminem,0.949,0.661,5,-4.244,0,0.0572,0.0302,0,0.0454,0.76,104.504,audio_features,3yfqSUWxFvZELEM4PmlwIR,spotify:track:3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/tracks/3yfqSUWxFvZELEM4PmlwIR,https://api.spotify.com/v1/audio-analysis/3yfqSUWxFvZELEM4PmlwIR,284200,4,The Marshall Mathers LP,6t7956yu5zYf5A829XRiHC
The Riddle___Kodaline,0.65,0.773,11,-7.549,1,0.169,0.151,4.61e-06,0.105,0.458,98.551,audio_features,2BwYgQ48l8ky3CULr9cint,spotify:track:2BwYgQ48l8ky3CULr9cint,https://api.spotify.com/v1/tracks/2BwYgQ48l8ky3CULr9cint,https://api.spotify.com/v1/audio-analysis/2BwYgQ48l8ky3CULr9cint,252680,4,I Wouldn't Be - EP,0Y7pcfduu7xTuLF2MmAHw5
Euphrosyne___Arlette Leduc,,,,,,,,,,,,,,,,,,,,
Gurenge (Demon Slayer)___Kato,,,,,,,,,,,,,,,,,,,,
Bad Boy (feat. Luana Kiara)___Raaban,0.644,0.892,0,-1.1,0,0.0567,0.13,0.000113,0.0893,0.767,180.044,audio_features,64p6ua7zpf66s62StC2QLv,spotify:track:64p6ua7zpf66s62StC2QLv,https://api.spotify.com/v1/tracks/64p6ua7zpf66s62StC2QLv,https://api.spotify.com/v1/audio-analysis/64p6ua7zpf66s62StC2QLv,190674,4,Bad Boy (feat. Luana Kiara),2bSk6eLpsfqUBRZ0d0Yxax
In Context___Primer Dia,,,,,,,,,,,,,,,,,,,,
To The Ends of Our World___Evan Call,0.611,0.275,7,-13.617,1,0.0359,0.971,0.844,0.107,0.418,118.855,audio_features,4bxopmFSPT1QsaJYshb8n7,spotify:track:4bxopmFSPT1QsaJYshb8n7,https://api.spotify.com/v1/tracks/4bxopmFSPT1QsaJYshb8n7,https://api.spotify.com/v1/audio-analysis/4bxopmFSPT1QsaJYshb8n7,160960,4,VIOLET EVERGARDEN: Automemories,1RITWu5USu7lcphTyWh6FY
Frontiers Are Where You Find Them___Trevor Kowalski,,,,,,,,,,,,,,,,,,,,
I Got A Feeling___Felix Jaehn,,,,,,,,,,,,,,,,,,,,
Make You Mine___PUBLIC,0.606,0.799,9,-4.452,1,0.0261,0.0128,0,0.15,0.638,103.014,audio_features,5iFwAOB2TFkPJk8sMlxP8g,spotify:track:5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/tracks/5iFwAOB2TFkPJk8sMlxP8g,https://api.spotify.com/v1/audio-analysis/5iFwAOB2TFkPJk8sMlxP8g,232907,4,Make You Mine,2CxrZinzjDXZidyx5EP214
My Fault___Imagine Dragons,0.596,0.814,7,-6.226,1,0.0392,0.113,0.0195,0.112,0.519,108.51,audio_features,4uHNzoh5OW1oWHLYVZjGMk,spotify:track:4uHNzoh5OW1oWHLYVZjGMk,https://api.spotify.com/v1/tracks/4uHNzoh5OW1oWHLYVZjGMk,https://api.spotify.com/v1/audio-analysis/4uHNzoh5OW1oWHLYVZjGMk,175333,4,,
Love Is Gone - Synymata Remix___SLANDER,0.41,0.624,4,-4.206,0,0.0456,0.0141,3.07e-05,0.141,0.0633,138.939,audio_features,7qiY0t4yd2WEOe9XiOwL3M,spotify:track:7qiY0t4yd2WEOe9XiOwL3M,https://api.spotify.com/v1/tracks/7qiY0t4yd2WEOe9XiOwL3M,https://api.spotify.com/v1/audio-analysis/7qiY0t4yd2WEOe9XiOwL3M,255429,4,Love Is Gone (Synymata Remix),6EAGMfpNF2VhfZe9FIQWB3
Scared to Be Lonely - Acoustic Version___Martin Garrix,,,,,,,,,,,,,,,,,,,,
All I Want___Echos,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,audio_features,0NlGoUyOJSuSHmngoibVAs,spotify:track:0NlGoUyOJSuSHmngoibVAs,https://api.spotify.com/v1/tracks/0NlGoUyOJSuSHmngoibVAs,https://api.spotify.com/v1/audio-analysis/0NlGoUyOJSuSHmngoibVAs,305747,3,In A Perfect World (Expanded Edition),1ttGpGzOEi6JDDOHO4qD1y
Stole the Show___Kygo,0.64,0.635,8,-7.565,0,0.226,0.271,0,0.319,0.475,100.034,audio_features,5masKPHeAOVNgxdLebIcK7,spotify:track:5masKPHeAOVNgxdLebIcK7,https://api.spotify.com/v1/tracks/5masKPHeAOVNgxdLebIcK7,https://api.spotify.com/v1/audio-analysis/5masKPHeAOVNgxdLebIcK7,223187,4,Cloud Nine,0uMIzWh1uEpHEBell4rlF8
